Listado de pagos - Sistema Caja v3
Exportado: 01/09/2026 10:32
id_pago;id_venta;id_medio_pago;fecha_pago;monto;cuotas
1301;1191;1;09/07/2026;15.773,88;1
1302;1192;3;23/11/2025;5.577,16;3
1303;1193;3;05/05/2026;20.403,30;6
1304;1194;2;07/02/2026;12.643,22;1
1305;1195;1;10/09/2025;21.975,12;1
1306;1196;1;22/04/2026;3.531,24;1
1307;1197;2;11/10/2025;13.221,42;1
1308;1198;5;13/12/2025;6.536,88;1
1309;1199;1;18/02/2026;7.160,82;1
1310;1200;3;10/08/2026;3.027,56;6
1311;1201;1;14/09/2025;9.476,26;1
1312;1201;1;14/09/2025;6.317,50;1
1313;1202;1;15/03/2026;5.270,44;1
1314;1203;3;18/07/2026;4.435,20;6
1315;1204;3;24/01/2026;4.715,28;3
1316;1204;3;26/01/2026;3.143,52;3
1317;1205;1;10/01/2026;34.686,60;1
1318;1206;5;08/11/2025;11.517,20;1
1319;1207;5;25/01/2026;2.987,73;1
1320;1208;4;19/02/2026;16.411,20;1
1321;1209;2;16/08/2026;19.334,76;1
1322;1210;3;17/11/2025;27.938,30;12
1323;1211;3;01/05/2026;1.549,87;12
1324;1212;1;15/04/2026;35.978,52;1
1325;1213;5;17/03/2026;4.006,81;1
1326;1213;4;17/03/2026;2.671,21;1
1327;1214;3;05/07/2026;1.418,51;1
1328;1214;1;08/07/2026;945,68;1
1329;1215;3;19/05/2026;6.365,63;1
1330;1216;3;07/01/2026;3.984,57;1
1331;1217;2;07/07/2026;5.906,54;1
1332;1218;4;09/01/2026;11.695,44;1
1333;1219;2;16/10/2025;31.145,52;1
1334;1220;3;20/11/2025;14.271,22;6
1335;1221;2;11/08/2026;10.932,93;1
1336;1222;3;31/07/2026;6.386,99;12
1337;1223;1;25/07/2026;4.584,60;1
1338;1224;4;20/10/2025;44.786,79;1
1339;1225;1;30/05/2026;13.256,80;1
1340;1226;2;13/03/2026;2.647,34;1
1341;1226;2;14/03/2026;1.764,90;1
1342;1227;5;23/04/2026;18.109,87;1
1343;1228;4;09/12/2025;6.774,64;1
1344;1229;2;12/11/2025;6.294,88;1
1345;1230;3;31/01/2026;3.952,81;3
1346;1231;1;17/03/2026;2.211,54;1
1347;1232;3;08/04/2026;208.722,60;12
1348;1233;2;01/05/2026;1.628,00;1
1349;1234;3;31/07/2026;3.453,52;12
1350;1235;1;03/04/2026;1.426,11;1
1351;1236;5;17/11/2025;7.517,88;1
1352;1237;3;24/12/2025;9.191,30;6
1353;1238;2;19/10/2025;8.311,48;1
1354;1239;2;01/11/2025;18.716,48;1
1355;1240;1;24/11/2025;16.604,16;1
1356;1241;2;13/09/2025;15.734,23;1
1357;1242;3;06/10/2025;8.230,06;6
1358;1243;2;26/09/2025;16.776,92;1
1359;1244;2;13/07/2026;25.128,48;1
1360;1245;3;15/02/2026;4.048,50;1
1361;1246;3;02/08/2026;3.922,52;3
1362;1247;3;26/03/2026;1.411,16;3
1363;1248;3;20/06/2026;1.648,62;3
1364;1248;2;19/06/2026;1.099,08;1
1365;1249;1;03/03/2026;6.462,52;1
1366;1250;4;03/05/2026;1.490,60;1
1367;1250;1;03/05/2026;993,74;1
1368;1251;1;16/02/2026;12.071,76;1
1369;1252;4;10/07/2026;6.008,41;1
1370;1253;5;09/07/2026;7.150,85;1
1371;1253;4;09/07/2026;4.767,23;1
1372;1254;4;24/05/2026;8.577,52;1
1373;1255;5;17/02/2026;17.931,12;1
1374;1256;5;07/11/2025;4.066,53;1
1375;1257;5;03/08/2026;3.318,72;1
1376;1258;5;09/07/2026;78.907,92;1
1377;1259;4;25/08/2026;12.895,08;1
1378;1260;2;05/08/2026;28.781,64;1
1379;1261;2;15/03/2026;1.562,06;1
1380;1262;5;12/04/2026;25.762,68;1
1381;1263;2;12/02/2026;2.146,06;1
1382;1264;2;21/01/2026;4.719,30;1
1383;1264;3;18/01/2026;3.146,20;12
1384;1265;3;27/04/2026;5.794,52;1
1385;1266;2;25/09/2025;15.751,08;1
1386;1267;3;11/05/2026;13.843,76;6
1387;99999;2;11/05/2026;9.229,18;1
1388;1268;4;14/11/2025;994,02;1
1389;1269;1;11/03/2026;42.820,80;1
1390;1270;1;27/08/2026;13.121,76;1
1391;1271;2;13/06/2026;16.471,60;1
1392;1272;1;23/04/2026;9.213,56;1
1393;1273;1;05/12/2025;5.941,92;1
1394;1274;4;14/03/2026;31.342,02;1
1395;1275;2;16/10/2025;6.390,25;1
1396;1276;2;09/04/2026;6.388,50;1
1397;1277;3;30/08/2026;2.736,90;1
1398;1278;1;24/10/2025;4.266,80;1
1399;1279;5;11/11/2025;6.105,14;1
1400;1280;2;29/09/2025;3.910,14;1
1401;1281;6;07/02/2026;12.356,40;1
1402;1282;2;16/01/2026;8.592,80;1
1403;1283;4;02/03/2026;4.836,31;1
1404;1283;2;02/03/2026;3.224,21;1
1405;1284;3;05/05/2026;12.675,66;6
1406;1285;5;13/06/2026;4.429,84;1
1407;1286;4;15/10/2025;1.608,38;1
1408;1287;4;08/02/2026;10.459,89;1
1409;1288;1;15/05/2026;38.055,84;1
1410;1289;5;22/03/2026;8.318,94;1
1411;1290;4;17/01/2026;4.358,47;1
1412;1291;2;14/04/2026;3.582,06;1
1413;1292;1;29/11/2025;19.726,56;1
1414;1293;2;14/02/2026;1.754,08;1
1415;1294;1;22/11/2025;18.201,12;1
1416;1295;3;21/04/2026;2.637,21;6
1417;1296;4;13/05/2026;6.594,23;1
1418;1297;5;11/11/2025;3.665,54;1
1419;1298;4;30/11/2025;12.848,08;1
1420;1299;4;04/03/2026;4.171,55;1
1421;1300;6;08/06/2026;1.882,31;1
1422;1301;5;31/12/2025;4.625,97;1
1423;1302;1;02/11/2025;12.919,08;1
1424;1303;1;03/02/2026;19.505,82;1
1425;1304;3;16/12/2025;2.092,11;1
1426;1305;6;26/06/2026;19.219,92;1
1427;1306;3;29/11/2025;853,28;3
1428;1307;2;13/11/2025;2.085,02;1
1429;1308;3;04/05/2026;3.366,76;6
1430;1309;2;15/10/2025;9.654,96;1
1431;1310;3;16/01/2026;3.437,30;1
1432;1311;1;30/10/2025;10.440,93;1
1433;1312;1;17/07/2026;3.922,06;1
1434;1312;5;18/07/2026;2.614,70;1
1435;1313;5;02/03/2026;22.495,00;1
1436;1313;2;04/03/2026;14.996,66;1
1437;1314;1;31/01/2026;30.569,52;1
1438;1315;1;29/11/2025;1.538,39;1
1439;1315;2;27/11/2025;1.025,60;1
1440;1316;1;25/01/2026;6.922,60;1
1441;1317;1;17/03/2026;4.040,28;1
1442;1317;1;15/03/2026;2.693,52;1
1443;1318;3;05/04/2026;2.336,83;3
1444;1319;1;29/08/2026;1.040,11;1
1445;1320;3;23/02/2026;3.313,98;12
1446;1321;2;15/04/2026;7.643,59;1
1447;1321;2;13/04/2026;5.095,73;1
1448;1322;4;19/11/2025;6.869,34;1
1449;1323;4;13/08/2026;36.625,86;1
1450;1324;5;11/01/2026;2.371,87;1
1451;1325;2;08/10/2025;21.440,00;1
1452;1325;1;08/10/2025;14.293,34;1
1453;1326;5;12/02/2026;945,59;1
1454;1326;1;13/02/2026;630,39;1
1455;1327;1;27/09/2025;6.208,40;1
1456;1328;5;02/02/2026;10.213,64;1
1457;1329;5;23/10/2025;16.104,92;1
1458;1330;3;10/06/2026;2.430,50;12
1459;1331;1;30/11/2025;1.464,68;1
1460;1332;1;30/07/2026;51.236,64;1
1461;1333;1;23/05/2026;2.125,68;1
1462;1334;5;21/03/2026;4.914,36;1
1463;1335;2;11/05/2026;2.317,91;1
1464;1335;2;09/05/2026;1.545,27;1
1465;1336;1;07/02/2026;11.360,88;1
1466;1337;3;20/07/2026;18.861,12;1
1467;1338;4;16/05/2026;24.492,12;1
1468;1339;1;19/02/2026;3.901,71;1
1469;1340;2;25/11/2025;4.285,20;1
1470;1341;1;05/02/2026;6.184,64;1
1471;1342;6;05/10/2025;14.911,68;1
1472;1343;3;13/05/2026;14.068,82;12
1473;1344;2;11/12/2025;8.274,78;1
1474;1345;2;29/10/2025;21.338,94;1
1475;1346;1;06/01/2026;6.002,98;1
1476;1347;1;09/01/2026;5.345,86;1
1477;1348;5;26/05/2026;1.428,53;1
1478;1349;2;21/03/2026;6.500,70;1
1479;1350;1;16/06/2026;2.499,80;1
1480;1350;1;18/06/2026;1.666,54;1
1481;1351;1;21/02/2026;29.521,68;1
1482;1352;4;03/05/2026;7.608,53;1
1483;1352;1;01/05/2026;5.072,35;1
1484;1353;2;14/07/2026;2.541,62;1
1485;1354;1;26/12/2025;11.118,60;1
1486;1355;1;19/03/2026;1.272,22;1
1487;1356;4;01/10/2025;11.579,94;1
1488;1357;1;10/02/2026;3.132,11;1
1489;1358;3;12/02/2026;21.128,80;1
1490;1359;5;17/09/2025;18.957,72;1
1491;1360;4;17/01/2026;62.498,82;1
1492;1361;3;13/10/2025;4.292,68;12
1493;1362;5;22/01/2026;3.434,10;1
1494;1363;6;17/02/2026;3.212,50;1
1495;1364;3;15/09/2025;6.997,61;6
1496;1364;3;17/09/2025;4.665,07;12
1497;1365;1;21/02/2026;79.111,92;1
1498;1366;2;30/12/2025;2.357,67;1
1499;1367;1;22/09/2025;226.982,04;1
1500;1368;1;25/03/2026;3.061,92;1
1501;1369;2;15/01/2026;4.999,37;1
1502;1369;5;12/01/2026;3.332,91;1
1503;1370;2;15/11/2025;3.185,79;1
1504;1371;2;07/05/2026;6.683,16;1
1505;1372;2;16/08/2026;11.641,77;1
1506;1372;2;17/08/2026;7.761,18;1
1507;1373;3;10/02/2026;6.058,52;6
1508;1373;2;10/02/2026;4.039,01;1
1509;1374;1;01/02/2026;4.074,42;1
1510;1375;1;22/09/2025;6.347,93;1
1511;1376;3;21/06/2026;2.918,54;12
1512;1377;3;17/08/2026;53.761,92;1
1513;1378;2;10/08/2026;2.193,15;1
1514;1379;2;08/01/2026;15.478,20;1
1515;1380;2;10/10/2025;3.370,80;1
1516;1381;1;10/09/2025;6.351,02;1
1517;1382;3;09/03/2026;18.511,47;6
1518;1383;1;25/10/2025;1.640,42;1
1519;1384;1;06/03/2026;3.513,76;1
1520;1384;4;06/03/2026;2.342,51;1
1521;1385;1;08/03/2026;30.549,90;1
1522;1386;3;26/06/2026;25.021,80;12
1523;1387;3;18/05/2026;71.859,20;12
1524;1388;2;15/10/2025;9.911,64;1
1525;1389;1;11/08/2026;73.444,68;1
1526;1390;2;27/07/2026;33.216,36;1
1527;99999;2;02/05/2026;6.857,64;1
1528;1392;3;25/01/2026;15.228,30;1
1529;1393;3;19/12/2025;3.388,39;1
1530;1394;2;28/12/2025;11.635,68;1
1531;1395;1;17/01/2026;8.492,26;1
1532;1396;2;09/05/2026;2.570,90;1
1533;1397;2;29/01/2026;2.165,00;1
1534;1398;2;11/07/2026;12.271,64;1
1535;1399;1;19/09/2025;32.997,24;1
1536;1400;2;01/07/2026;3.082,69;1
1537;1401;1;13/03/2026;7.293,07;1
1538;1402;4;17/06/2026;26.865,90;1
1539;1403;2;28/12/2025;1.617,20;1
1540;1404;1;21/12/2025;50.620,44;1
1541;1405;1;18/06/2026;2.538,58;1
1542;1406;3;07/04/2026;8.464,80;1
1543;1407;3;26/07/2026;9.004,04;6
1544;1408;1;22/06/2026;8.049,84;1
1545;1409;4;25/03/2026;2.339,71;1
1546;1410;1;28/12/2025;10.188,24;1
1547;1411;3;09/06/2026;9.755,25;1
1548;1412;4;30/06/2026;3.709,17;1
1549;1413;2;22/01/2026;13.949,91;1
1550;1414;2;09/05/2026;6.318,22;1
1551;1415;3;08/04/2026;47.039,61;12
1552;1416;3;09/05/2026;12.272,36;6
1553;1417;3;06/04/2026;7.432,00;6
1554;1418;1;04/04/2026;22.542,12;1
1555;1418;3;04/04/2026;15.028,08;1
1556;1419;2;12/11/2025;76.310,40;1
1557;1420;3;02/01/2026;37.260,84;6
1558;1421;2;21/04/2026;3.580,78;1
1559;1422;5;26/12/2025;19.367,40;1
1560;1423;1;16/12/2025;2.709,05;1
1561;1424;3;04/03/2026;2.257,68;1
1562;1424;5;05/03/2026;1.505,12;1
1563;1425;3;06/12/2025;3.750,44;12
1564;1426;1;13/08/2026;21.611,12;1
1565;1426;2;13/08/2026;14.407,42;1
1566;1427;2;19/06/2026;3.417,34;1
1567;1428;1;28/04/2026;3.015,22;1
1568;1429;1;26/06/2026;35.089,27;1
1569;1429;4;27/06/2026;23.392,85;1
1570;1430;5;22/02/2026;30.227,28;1
1571;1431;1;13/09/2025;3.173,53;1
1572;1432;4;24/10/2025;9.288,00;1
1573;1433;1;02/11/2025;2.095,63;1
1574;1434;2;15/04/2026;28.672,44;1
1575;1435;1;08/12/2025;4.247,16;1
1576;1436;1;18/03/2026;3.039,70;1
1577;1437;3;07/12/2025;6.103,14;6
1578;1438;3;17/06/2026;12.507,10;12
1579;1439;2;08/12/2025;12.485,36;1
1580;1440;1;28/02/2026;6.114,32;1
1581;1441;1;13/07/2026;11.439,21;1
1582;1442;1;15/06/2026;45.917,52;1
1583;1443;5;23/10/2025;6.632,11;1
1584;1444;1;10/06/2026;37.131,24;1
1585;1445;6;21/03/2026;19.946,73;1
1586;1446;1;12/06/2026;3.625,84;1
1587;1447;2;05/08/2026;13.602,87;1
1588;1448;3;09/07/2026;72.755,16;1
1589;1449;1;08/12/2025;17.132,44;1
1590;1450;1;05/07/2026;24.874,27;1
1591;1450;1;07/07/2026;16.582,85;1
1592;1451;4;07/10/2025;42.346,08;1
1593;1452;4;28/03/2026;10.988,86;1
1594;1452;1;28/03/2026;7.325,90;1
1595;1453;1;01/04/2026;13.157,98;1
1596;1454;2;15/11/2025;5.081,56;1
1597;1455;1;20/03/2026;6.258,28;1
1598;1456;1;04/06/2026;4.941,54;1
1599;1457;1;02/06/2026;834,31;1
1600;1458;2;03/03/2026;33.240,60;1
1601;1459;1;26/06/2026;109.967,82;1
1602;1460;6;23/05/2026;20.273,88;1
1603;1461;2;13/05/2026;3.297,84;1
1604;1462;1;12/06/2026;3.573,46;1
1605;1463;4;11/03/2026;30.673,74;1
1606;1464;2;05/07/2026;2.146,24;1
1607;1465;3;13/11/2025;9.592,68;3
1608;1466;1;27/05/2026;11.791,72;1
1609;1467;4;19/02/2026;7.685,96;1
1610;1467;1;20/02/2026;5.123,98;1
1611;1468;3;04/08/2026;6.323,15;1
1612;1469;5;16/09/2025;3.054,42;1
1613;1470;2;09/06/2026;168.621,72;1
1614;1471;3;22/07/2026;2.354,03;6
1615;1472;2;09/02/2026;15.211,09;1
1616;1473;2;01/07/2026;48.244,71;1
1617;1474;2;21/11/2025;19.238,95;1
1618;1475;5;30/12/2025;7.729,35;1
1619;1476;1;18/03/2026;5.497,72;1
1620;1477;4;25/06/2026;2.113,08;1
1621;1478;3;09/07/2026;3.800,34;1
1622;1479;2;08/08/2026;4.309,59;1
1623;99999;4;26/05/2026;1.032,25;1
1624;1481;1;21/01/2026;18.961,06;1
1625;1482;4;11/10/2025;153.815,88;1
1626;1483;2;05/11/2025;11.736,76;1
1627;1484;2;31/05/2026;2.774,74;1
1628;1485;1;11/04/2026;53.013,54;1
1629;1486;5;29/03/2026;8.328,66;1
1630;1487;1;18/11/2025;1.691,28;1
1631;1488;1;13/11/2025;13.678,26;1
1632;1489;5;05/02/2026;13.390,32;1
1633;1490;1;12/05/2026;27.589,61;1
1634;1490;3;12/05/2026;18.393,07;6
1635;1491;2;24/08/2026;1.880,63;1
1636;1491;1;23/08/2026;1.253,75;1
1637;1492;2;11/10/2025;3.332,97;1
1638;1493;1;27/02/2026;1.976,86;1
1639;1494;3;17/09/2025;17.031,24;3
1640;1495;3;09/01/2026;4.099,81;3
1641;1496;2;19/08/2026;17.124,48;1
1642;1497;5;02/04/2026;2.651,01;1
1643;1498;5;11/06/2026;818,87;1
1644;1499;2;03/07/2026;3.608,64;1
1645;1500;4;11/05/2026;5.425,00;1
1646;1501;3;17/09/2025;5.750,05;1
1647;1502;4;21/07/2026;16.158,11;1
1648;1503;6;25/02/2026;8.259,60;1
1649;1504;3;01/04/2026;6.844,20;12
1650;1505;2;02/02/2026;3.180,80;1
1651;1506;4;05/05/2026;2.018,84;1
1652;1507;6;03/10/2025;5.449,32;1
1653;1508;1;16/04/2026;4.143,94;1
1654;1509;3;17/02/2026;23.013,92;3
1655;1510;3;21/11/2025;26.125,44;1
1656;1511;3;02/01/2026;16.828,08;3
1657;1512;2;11/02/2026;6.197,85;1
1658;1513;1;01/05/2026;6.651,08;1
1659;1514;5;21/07/2026;5.868,26;1
1660;1515;3;02/12/2025;3.564,42;3
1661;1516;5;27/12/2025;48.017,73;1
1662;1517;1;20/11/2025;53.491,17;1
1663;1518;1;26/01/2026;2.462,34;1
1664;1519;2;28/08/2026;12.263,16;1
1665;1520;2;13/09/2025;4.797,72;1
1666;1521;1;10/01/2026;14.598,32;1
1667;1522;2;18/01/2026;10.883,31;1
1668;1523;3;13/06/2026;2.081,88;12
1669;1524;3;20/09/2025;3.834,44;12
1670;1525;3;27/08/2026;4.347,07;3
1671;1526;1;07/01/2026;6.395,16;1
1672;1527;3;13/05/2026;2.017,28;6
1673;1528;1;17/09/2025;31.315,44;1
1674;1529;1;13/04/2026;75.776,64;1
1675;1530;1;19/10/2025;3.792,97;1
1676;1531;2;09/03/2026;23.055,60;1
1677;1532;1;22/12/2025;8.121,36;1
1678;1533;5;29/05/2026;5.331,29;1
1679;1534;2;25/04/2026;6.774,26;1
1680;1535;2;21/01/2026;8.374,28;1
1681;1536;2;25/05/2026;12.166,32;1
1682;1537;2;09/08/2026;2.064,20;1
1683;1538;6;26/04/2026;8.057,10;1
1684;1538;1;29/04/2026;5.371,40;1
1685;1539;3;14/07/2026;4.708,98;6
1686;1540;2;07/02/2026;4.208,31;1
1687;1541;5;18/07/2026;19.617,84;1
1688;1542;2;07/07/2026;1.074,07;1
1689;1543;3;01/07/2026;2.517,62;12
1690;1544;1;02/02/2026;6.457,92;1
1691;1545;1;23/11/2025;3.623,05;1
1692;1546;1;04/08/2026;2.870,84;1
1693;1547;4;10/11/2025;2.945,71;1
1694;1548;4;26/07/2026;2.694,71;1
1695;1549;3;22/10/2025;46.126,32;1
1696;1550;5;07/09/2025;6.900,04;1
1697;1551;2;31/01/2026;3.074,02;1
1698;1551;3;31/01/2026;2.049,35;12
1699;1552;4;01/02/2026;4.286,79;1
1700;1553;3;21/08/2026;22.764,90;1
1701;1554;3;02/05/2026;5.279,00;6
1702;1555;3;29/05/2026;21.230,18;1
1703;1556;1;22/05/2026;12.637,20;1
1704;1557;2;15/03/2026;13.270,64;1
1705;1558;4;16/06/2026;4.371,01;1
1706;1559;1;01/09/2026;3.398,26;1
1707;1560;5;25/07/2026;6.154,11;1
1708;1561;1;03/08/2026;14.860,92;1
1709;1562;4;13/03/2026;3.168,04;1
1710;1563;2;03/08/2026;14.531,04;1
1711;1564;2;14/11/2025;82.811,04;1
1712;1565;5;30/05/2026;36.460,86;1
1713;1566;2;08/09/2025;29.407,92;1
1714;99999;1;22/12/2025;4.378,97;1
1715;1568;4;16/08/2026;8.466,81;1
1716;1569;3;06/12/2025;6.060,66;12
1717;1570;4;31/07/2026;6.753,24;1
1718;1571;2;26/10/2025;8.045,76;1
1719;1572;3;05/06/2026;3.329,89;12
1720;1573;4;06/09/2025;14.978,66;1
1721;1574;2;01/02/2026;18.929,94;1
1722;1575;5;02/12/2025;2.555,87;1
1723;1576;2;23/08/2026;2.297,87;1
1724;1577;4;23/04/2026;6.292,73;1
1725;1578;2;22/07/2026;5.436,72;1
1726;1579;1;10/02/2026;60.366,28;1
1727;1580;2;19/05/2026;12.617,58;1
1728;1581;4;09/02/2026;1.942,57;1
1729;1582;2;05/09/2025;2.167,64;1
1730;1583;2;22/02/2026;44.116,08;1
1731;1584;1;12/01/2026;4.156,74;1
1732;1585;2;16/10/2025;5.370,54;1
1733;1586;1;26/12/2025;3.281,46;1
1734;1587;4;11/03/2026;10.005,60;1
1735;1588;1;17/05/2026;7.331,19;1
1736;1589;1;15/12/2025;5.977,53;1
1737;1590;1;20/09/2025;2.308,98;1
1738;1591;4;09/10/2025;830,19;1
1739;1592;4;28/12/2025;3.440,79;1
1740;1593;1;16/03/2026;2.303,85;1
1741;1594;2;08/08/2026;8.270,56;1
1742;1595;2;02/11/2025;7.374,14;1
1743;1596;1;01/03/2026;2.067,38;1
1744;1597;2;13/06/2026;156.029,28;1
1745;1598;2;24/11/2025;7.110,24;1
1746;1599;2;13/07/2026;1.312,53;1
1747;1600;1;24/08/2026;5.489,10;1
1748;1601;1;12/05/2026;3.983,85;1
1749;1601;1;13/05/2026;2.655,90;1
1750;1602;1;07/03/2026;26.246,72;1
1751;1603;1;10/09/2025;31.570,20;1
1752;1604;3;06/04/2026;37.983,36;3
1753;1605;1;28/08/2026;6.202,68;1
1754;1606;1;11/12/2025;1.599,83;1
1755;1607;1;03/02/2026;4.779,52;1
1756;1608;5;30/04/2026;3.910,60;1
1757;1608;3;01/05/2026;2.607,07;1
1758;1609;5;18/08/2026;29.207,76;1
1759;1610;1;26/12/2025;6.010,38;1
1760;1611;3;30/12/2025;25.250,64;1
1761;1612;3;17/07/2026;15.655,47;1
1762;1613;2;22/11/2025;1.779,01;1
1763;1614;2;20/03/2026;8.186,66;1
1764;1615;1;17/03/2026;7.808,40;1
1765;1616;3;13/11/2025;3.011,64;3
1766;1617;3;31/12/2025;3.732,75;3
1767;1618;6;26/03/2026;1.431,71;1
1768;1619;2;16/05/2026;7.394,99;1
1769;1620;5;31/12/2025;3.059,94;1
1770;1621;3;06/03/2026;15.145,85;3
1771;1621;3;09/03/2026;10.097,23;12
1772;1622;1;07/12/2025;5.198,28;1
1773;1623;1;05/06/2026;4.032,34;1
1774;1624;1;22/02/2026;833,72;1
1775;1625;1;26/08/2026;13.451,88;1
1776;1626;3;08/06/2026;2.632,95;6
1777;1627;5;19/07/2026;19.658,40;1
1778;1628;5;10/04/2026;3.441,21;1
1779;1629;1;24/05/2026;8.086,80;1
1780;1630;1;16/10/2025;9.386,06;1
1781;1630;1;14/10/2025;6.257,38;1
1782;1631;3;07/02/2026;5.096,26;12
1783;1632;2;14/02/2026;16.439,12;1
1784;1633;2;31/07/2026;41.356,48;1
1785;1634;2;28/01/2026;38.780,61;1
1786;1635;2;24/02/2026;11.070,90;1
1787;1636;1;13/06/2026;13.751,46;1
1788;1637;4;28/07/2026;5.097,58;1
1789;1637;2;26/07/2026;3.398,38;1
1790;1638;3;14/05/2026;12.561,75;1
1791;1639;3;09/03/2026;3.022,56;3
1792;1639;2;11/03/2026;2.015,04;1
1793;1640;5;11/11/2025;4.162,84;1
1794;1641;1;06/08/2026;1.744,50;1
1795;1642;1;27/08/2026;4.934,44;1
1796;1643;2;13/12/2025;4.857,12;1
1797;1644;2;26/12/2025;5.703,55;1
1798;1644;5;24/12/2025;3.802,36;1
1799;1645;5;18/05/2026;1.114,39;1
1800;1645;1;15/05/2026;742,92;1
1801;1646;1;11/05/2026;2.625,43;1
1802;1647;3;31/08/2026;3.231,60;12
1803;1648;1;01/07/2026;38.370,56;1
1804;1649;1;23/03/2026;4.669,80;1
1805;1650;4;20/05/2026;8.958,72;1
1806;1651;1;30/06/2026;7.409,61;1
1807;1652;4;08/12/2025;1.285,56;1
1808;1652;1;09/12/2025;857,04;1
1809;1653;4;06/03/2026;2.316,45;1
1810;1654;1;24/07/2026;36.260,28;1
1811;1655;1;25/03/2026;11.552,17;1
1812;1655;5;25/03/2026;7.701,44;1
1813;1656;1;24/02/2026;2.176,92;1
1814;1657;1;06/01/2026;3.900,31;1
1815;1657;4;04/01/2026;2.600,21;1
1816;1658;3;22/01/2026;10.738,59;3
1817;99999;2;21/06/2026;1.213,84;1
1818;1659;1;24/06/2026;809,22;1
1819;1660;3;12/07/2026;41.525,40;6
1820;1661;1;15/10/2025;16.036,36;1
1821;1662;1;09/05/2026;1.272,06;1
1822;1663;1;08/08/2026;1.934,34;1
1823;1664;1;26/03/2026;3.680,82;1
1824;1664;3;26/03/2026;2.453,88;3
1825;1665;3;23/12/2025;6.740,46;12
1826;1666;3;30/10/2025;17.346,12;1
1827;1667;1;25/03/2026;15.024,36;1
1828;1668;2;12/05/2026;29.141,04;1
1829;1669;4;12/09/2025;1.919,88;1
1830;1669;3;13/09/2025;1.279,92;12
1831;1670;4;12/03/2026;13.011,74;1
1832;1671;1;24/01/2026;4.238,20;1
1833;1672;6;24/01/2026;1.430,28;1
1834;1673;4;09/07/2026;23.511,86;1
1835;1673;5;11/07/2026;15.674,58;1
1836;1674;1;29/10/2025;10.757,52;1
1837;1675;1;01/03/2026;78.265,08;1
1838;1676;6;11/05/2026;30.894,10;1
1839;1677;4;02/01/2026;1.267,65;1
1840;1678;2;25/05/2026;7.161,84;1
1841;1679;1;22/11/2025;3.958,48;1
1842;1680;1;25/04/2026;4.452,80;1
1843;1681;1;04/07/2026;10.385,00;1
1844;1682;1;07/11/2025;13.250,00;1
1845;1683;2;29/11/2025;37.928,16;1
1846;1684;1;14/09/2025;126.834,91;1
1847;1684;2;13/09/2025;84.556,61;1
1848;1685;1;16/10/2025;22.678,20;1
1849;1686;3;22/08/2026;4.411,98;3
1850;99999;2;08/10/2025;52.232,88;1
1851;1688;2;30/09/2025;27.644,04;1
1852;1689;3;06/10/2025;13.358,72;12
1853;1690;3;06/01/2026;2.140,44;3
1854;1691;1;05/04/2026;4.856,80;1
1855;1692;1;08/11/2025;15.739,92;1
1856;1693;1;24/05/2026;1.708,53;1
1857;1693;4;26/05/2026;1.139,02;1
1858;1694;1;10/03/2026;2.349,14;1
1859;1695;2;30/01/2026;6.725,00;1
1860;99999;2;11/04/2026;3.154,34;1
1861;1697;4;14/02/2026;2.307,03;1
1862;1697;2;15/02/2026;1.538,02;1
1863;1698;3;24/10/2025;2.629,74;1
1864;1699;2;05/08/2026;5.635,86;1
1865;1700;2;25/12/2025;10.779,40;1
1866;1701;1;06/07/2026;12.160,12;1
1867;1702;4;29/08/2026;6.394,46;1
1868;1703;3;17/08/2026;4.034,74;6
1869;1704;1;29/12/2025;53.382,12;1
1870;1705;5;15/01/2026;20.777,80;1
1871;1706;3;11/12/2025;5.909,42;12
1872;1707;1;27/05/2026;5.604,55;1
1873;1707;2;25/05/2026;3.736,37;1
1874;1708;1;31/05/2026;16.356,06;1
1875;1709;4;02/05/2026;13.064,80;1
1876;1710;1;17/04/2026;6.560,28;1
1877;1711;5;23/01/2026;3.017,84;1
1878;1712;2;16/10/2025;11.175,96;1
1879;1713;5;23/02/2026;30.576,60;1
1880;1714;2;15/11/2025;192.646,20;1
1881;1715;2;01/03/2026;2.972,15;1
1882;1716;2;24/11/2025;4.203,83;1
1883;1717;1;18/10/2025;17.980,80;1
1884;1718;3;01/03/2026;1.310,05;3
1885;1718;1;02/03/2026;873,36;1
1886;1719;2;28/10/2025;2.669,81;1
1887;1720;2;16/04/2026;6.793,48;1
1888;1721;3;14/05/2026;10.852,32;12
1889;1722;4;02/07/2026;2.270,60;1
1890;1723;1;04/05/2026;7.579,80;1
1891;1724;1;22/08/2026;2.588,96;1
1892;1725;1;30/10/2025;16.142,68;1
1893;1726;1;20/05/2026;14.054,72;1
1894;1727;3;25/03/2026;5.957,00;3
1895;1728;4;23/09/2025;1.678,25;1
1896;1728;3;25/09/2025;1.118,83;3
1897;1729;4;03/12/2025;18.012,84;1
1898;1730;4;26/05/2026;3.094,32;1
1899;1731;1;31/07/2026;14.034,30;1
1900;1732;1;04/02/2026;12.263,84;1
1901;1733;3;27/08/2026;6.407,66;1
1902;1734;3;26/02/2026;2.961,83;1
1903;1735;1;11/09/2025;4.877,74;1
1904;1736;6;05/12/2025;6.339,51;1
1905;1737;1;30/01/2026;3.331,99;1
1906;1737;5;31/01/2026;2.221,33;1
